,Unnamed: 0,Id,EssaySet,Score1,Score2,EssayText
9980,9981,15730,6.0,0.0,0.0,شمس والماء والتربة: تجعل النب يبقي علي قيد حيا حتي يتح في ما يفعل نبات.
9983,9984,15733,6.0,0.0,0.0,نوا اجسام ميتوكوندريا
9985,9986,15735,6.0,0.0,0.0,جدار الخل - يسمح لاشياء معين دخول والخروج من الخل ، تفاعلا ضوء والظلام ، تركيب ضوء
9987,9988,15737,6.0,0.0,1.0,عندم تحاول ماد ما انتقال الي خل ، يكون غشاء الخل انتقايي فيم تسمح به. غشاء الخل قابل اختراق شكل انتقاء ، مما يعن انه يسمح فقط بما يريد داخل الخل خارجها. ايض ، تحاول مواد اتصال بروتينا مختلف علي غشاء خلية. اذا لم تكن مواد والبروتينا صحيح ، فلن يسمح لها مرور عبر حاجز.
9988,9989,15738,6.0,3.0,3.0,تناضح هو المك الذ يساعد فيه ماء علي نقل اشياء داخل خارج خلية. نقل نشط هو عندم يتم استخدام طاق لتحر مواد عبر غشاء الخل ، يتم نقل سلب عندم لا يتم استخدام طاق لنقل مواد عبر غشاء خلية.
9990,9991,15740,6.0,0.0,0.0,غشاء ، كلوروف ، عقيد
9992,9993,15742,6.0,0.0,0.0,عمل ثلاث الت استخدم الخل تحكم في حرك عبر خلايا هي حرك الده والانو عمل اخرى.
9994,9995,15744,6.0,3.0,2.0,هنا ثلاث عمليا استخدم خلايا تحكم في حرك مواد عبر غشاء الخل وه تناضح والانتشار ميسر والنقل نشط. تناضح هو انتشار ماء عبر غشاء شبه نفاذ. انتشار ميسر هو انتشار جزيء كبير عبر غشاء شبه نفاذ يتطلب مساعد ، مثل نقل بروتينات. انتشار نشط هو انتشار جزيء الذ يتطلب استخدام طاقة.
9995,9996,15745,6.0,0.0,0.0,يتم استخدام لاجيل حرك واسط خلية. تنفس خلو معالج استخدم الخل تنفس. انقسام متساو هو عمل اخري استخدم الخل تكاثر.
9996,9997,15746,6.0,0.0,0.0,غشاء الخل نوو
9997,9998,15747,6.0,3.0,3.0,غشاء بلازما قابل اختراق شكل انتقايي. يتيح لك التفاف داخل الخل او خروج منها. يتيح انتشار اجسام تحرك عبر غشاء بلازما علي طول تدرج تركيز ، دون حاج الي طاقة. يسمح انتشار ميسر اجسام كبير جدا حيث لا تتناسب مع غشاء بلازما دخول الي الخل من خلال روتينا نقل دون حاج الي طاقة. يسمح نقل نشط اشياء دخول الي الخل مقابل تدرج تركيز من خلال بروتينات.
9998,9999,15748,6.0,1.0,1.0,) تناضح ، وهو حرك ماء داخل خارج غشاء خلية.
9999,10000,15749,6.0,0.0,0.0,استخدم ذيول تجول نقل معلوم ، فه تمتد تجد شيء قريب منه ، تتواصل معا تشكل خل واحدة.
10000,10001,15750,6.0,0.0,0.0,صناع مواد غذاء تجميع اغذ
10001,10002,15751,6.0,0.0,0.0,. اقتل خلايا بيضاء. 2. نظف في جميع انحاء جسمك. 3. صقل الدم في جسم كله
10002,10003,15752,6.0,0.0,0.0,اول يجب ان تكون ماد تتطلب خلية. ثم يمر عبر غشاء من خلال قنا معينة. اخير تمتص الخل
10004,10005,15754,6.0,0.0,0.0,دور كريبس ، تنفس خلو ، نظر الخل
10005,10006,15755,6.0,0.0,0.0,سمح اشياء دخول والخروج. لدي تعليما لكل شيء. وهم يعرف ماذ يفعلون.
10006,10007,16954,7.0,1.0,1.0,تريد روز مساعد عايل لكن تشعر ثقل لان هنا ضغط كبير علي لتقوم عمل جيد مساعد بول في الكل
10007,10008,16955,7.0,1.0,1.0,يمك وصف ورد بسم مسوولية. يظهر هذا لان لدي ظيف ، لكن لا تزال قادر علي اداء واجبا مدرسية. قد يكون هذا صعب جدا في بعض الاح لكن مسوول بما يكف قيام ذلك.
10008,10009,16956,7.0,2.0,2.0,"روز مدروس مهتمة. لدي كثير من مواضيع او انشط في حيا الت يمك ان تشتك منه ؛ لكن تضع اخر امامها. علي سبيل مثال في القص تسال العم كولاب روز عما اذا كان عمل الذ تقوم به لمساعد اسر ""يثقلها"". لم ترغب روز في اخبار حقيق لان لم ترغب في ايذاء عمتها. لذل ، يمك مرء ان يري روز تهتم مشاعر اخر ويم وصف بان مدروسة."
10009,10010,16957,7.0,2.0,2.0,احدي السم الت تصف روز هي فهم. عندم كان تتحدث الي انا ، كان تقول انه حيد من اجل باب وان يشعر وكء رحل منذ نوات. يدر روز انه علي رغم من ان ذلك يوذ عايل عاطفي ، فقد اضطر باب الي تول وظيف في لوس انجلوس ليمنح عايل حيا افضل. قال لانا انه لم يمض سوي اربع اشهر علي مغادر وان يتقاضي ثلاث اضعاف ما كان يكسب هناك.
10011,10012,16959,7.0,0.0,1.0,روز فتا متعب تعمل جد. عندم تتحدث مع اخت تكون جاد ، عندم تتحدث هي خال تحترم لان كان قد قضت ايام مثل من قبل.
10012,10013,16960,7.0,2.0,2.0,ناء علي محادث مع انا ، تظهر روز علي انه تفهم. تشرح لانا انه علي رغم من صعوب امر علي ، فان لكل منهم دور في خدم اسر من اجل مساعد في اوق صعبة. هذا يدل علي انه تتف معانا عايل تدر انه حاج الي مساعدتها. علي رغم من انه تشعر استياء طفيف من هذا ، الا انه تضغط علي هذه مشاعر اثناء شرح موقف لانا لان تدر ان اسر حاج الي مساعدة.
10015,10016,16963,7.0,1.0,1.0,تتمثل احدي السم في انه ذك وسيل صعب لان في مسابق حيث كان علي ان تكتب مقال مكو من ثلاث الاف كلم كان علي ان تذهب الي عمل.
10019,10020,16967,7.0,0.0,0.0,روز مضغوطة. تكشف عن هذه السم وه تتحدث عن حلم الذ تحلم به ، وف حقيق انه لا تجيب علي خال عندم تسال روز عما اذا كان تشعر بان مثقل بكل ما تفعل لمساعد اسرتها.
10020,10021,16968,7.0,0.0,0.0,روز تتعرق ولا تريد ان توذ اي شخص ، مثل انا. كان تتعامل لطف معه تخبر اشياء جيد عما يفعل وه تضع مشاعر سيء راء لاسعاد اختها.
10021,10022,16969,7.0,0.0,0.0,كان انا تحاول مساعد في ظهور مثل والد لان والد لم تتر عمل حتي وقت متاخر ، كان روز قد اغلق اثناء محاول كتاب مقال رسم فوز ها.
10023,10024,16971,7.0,0.0,0.0,احدي السم الت تمتل روز هي انه تتفهم. عندم تقول انا ان مال ليس كل شيء ، تشرح روز لها ان مال هو كل شيء عندم يكون لدي فعل كل شيء. تحاول روز ان تجعل انا تفهم ان عايل تحاول فقط مساعدتهم.
10025,10026,16973,7.0,1.0,1.0,احدي السم الت يمك ان تصف روز هي مسوولة. يبدو انه مسوول عن كثير في حيا حيا اسرتها. علي سبيل مثال ، عندم يتعين علي عمل في نوب عمل مساعد عمت كولاب في فقر 2.
10026,10027,16974,7.0,1.0,1.0,احدي السم الت تمتل روز هي نكران ذات. اعلم هذا لان عندم تتحدث الي انا اخبر انا كيف تشعر ان روز استجيب قولها: `` كان علي ان يذهب. لقد دفع وظيف في لوس انجلوس ثلاث اضعاف ما كان يكسب هنا. انه تشعر ارهاق لكن لم تذكر ذلك لاختها.
10027,10028,16975,7.0,1.0,1.0,"ناء علي موقف روز من القص ، يبدو انه تهتم كثير اسر ، لكن ايض قلق علي عايلتها. علي رغم من انه تبدو قلق او مشك فيه ، الا ان سطر واحد في القص تقول لاخ ، ""لد دور في مساعد بول علي انهاء دراس جامعية. ثم يحصل علي ظيف ، انا ، يدفع لي انا اجر ذهاب الي كلية. في هذه جمل ، يبدو ان لدي قليل من ايم ايضا."
10031,10032,16979,7.0,2.0,2.0,في القص ، روز هي شخص عطاء غاية. تحاول مساعد في دفع مصاريف كل اخوان تحرير مقال حصول علي جايزة. انه تعمل طوال وقت فقط لمساعد اخيها. هذا هو سبب في انه شخص عطاء غاية.
10032,10033,16980,7.0,1.0,1.0,وه ثابت في لاء لاسرتها. علي رغم من انه سيم من عمل والواجبا منزل مقال ، الا انه تواصل عمل. انه تامل ان تتحس حياتها.
10033,10034,16981,7.0,1.0,1.0,احدي السم الت يمك ان تصف روز هي انه مسوولة. كان يوم ، مثل معظم ايام ، طويل جدا شاق غاية. من مدرس ذهب مباشر الي مطعم عمل في ورد مدت اربع ساعا ، ثم الي منزل مباشر لمساعد العم كولاب في تحضير عشاء سريع. بعد ذلك حان وقت لاداء واجب منزلي. هذا يدل علي ان روز لدي كثير من اشياء لتفعل تتاكد من انه تعت بكل شيء.
10034,10035,16982,7.0,2.0,2.0,احدي السم الت يمك ان تصف روز هي سمة مدروسة. روز لدي تفكير عميق لان تحاول في القص مساعد اخت علي فهم ان والد قد تولي وظيف اخري من اجل مال.
10035,10036,16983,7.0,0.0,0.0,تريد كل من روز انا ان تتوقف والد واب عن عمل في وقت متاخر من ليل ، تعتقد روز ان انا يجب ان تحاول معرف ما اذا كان امك حصول علي بعض وقت من عمل لاداء عمل من مدرسة.
10038,10039,16986,7.0,0.0,0.0,اذا اضطرر لاظهار سمة واحد من روز ، تستند محادث مع انا. السم الت يمك روي من هذه محادث هي انه جميل طريق ما.
10039,10040,16987,7.0,1.0,1.0,روز هي فتا مجتهد للغا علي ما يبدو. لدي كثير علي كتفيها. هي فقط حاج لاخذ قسط من راح لبعض وقت.
10041,10042,16989,7.0,0.0,0.0,يبدو انه تميل الي شعور كما لو انه تعيش في ظل اشقاء ، وان اذا لم تصل الي فلن تكون جيد بما فيه كفاية.
10042,10043,16990,7.0,1.0,1.0,"انه متفايل ، في فقر 23 (الجمل 1-2) تقول ، ""استمر روز في ايماء. ربم تصبح حيا اسهل."
10044,10045,16992,7.0,0.0,0.0,روز مستاء ، لان تحاول جاهد ابقاء اسر سعيد ، هنا دايم كثير لتفعله. تنزعج شقيق روز عندم يبدء حديث عن رحيل والدهما.
10045,10046,16993,7.0,2.0,2.0,روز تهتم. جزء الذ تسال عمت عنه هو انه تشعر ثقل سبب عايل ، ولم ترغب روز في اجاب لان شعر ان ذلك سيوذ مشاعر عماتها.
10046,10047,16994,7.0,0.0,0.0,السم اولي الت تجسد روز هي سمة تعبير عن مشاعر شخص ما. علي سبيل مثال ، عندم حاول روز ان تشرح لانا عن حصول والد علي ظيف افضل ليذهب الي الكل يحصل في واقع علي شيء من حياة. مثال اخر هو عندم تعبر روز عن شعور تجا كمبودي اول بلد لها كيف تتمني ان يكون امر كذلك.
10047,10048,16995,7.0,1.0,1.0,تبدو روز كفتا شاب عطوف للغا تريد حقا مساعد اسر طوال وقت حاجتهم. من مدرس ذهب مباشر الي مطعم عمل في ورد مدت اربع ساعا ، ثم انتقل الي منزل لمساعد العم كولاب في تحضير عشاء سريع. لقد ساعد عايل كثير علي رغم من ان ضغط كان يثقل كاهلها.
10048,10049,16996,7.0,0.0,0.0,يبدو ان روز لدي مشكل غضب ، وقف خرج من مطبخ.
10049,10050,16997,7.0,0.0,0.0,دخل اخت صغري في فرك عين قال روز ما امر
10050,10051,16998,7.0,2.0,2.0,"رعا ""انا"" ما هو خطا؟ ""هل تشعر خير؟"""
10052,10053,17000,7.0,0.0,0.0,روز خايف من ايذاء خال قول حقيقة.
10053,10054,17001,7.0,0.0,0.0,انه متوتر لان تفكر باستمرار تشعر ارهاق
10054,10055,17002,7.0,1.0,1.0,روز هي شخص عطوف ومه غاية. في حين انه شقيق صغري محبطت ، لا تزال تحاول تسليط ضوء علي موقف لجعل اخت تشعر تحس علي رغم من انه تكافح داخليا.
10055,10056,17003,7.0,0.0,0.0,احدي السم الت استخدم روز في القص هي دعمها. لدي مدرس عمل مقال مكون من 300 كلم لتكتب تطبخ لتقوم به ، ولا تزال تعمل بجد لدعم شقيق ول. علي رغم من انه تشعر بان مثقل جدول زمن مزدحم ، الا انه لا تزال تعمل في ورد مدت اربع ساعا في مطعم بعد مدرسة.
10056,10057,17004,7.0,0.0,0.0,روز حيد تمام مثل اخت انا ، لكن لا ترتد تخبر انا فقط ان والد قد ذهب حصول علي مال لجعل حيا افضل.
10057,10058,17005,7.0,0.0,0.0,محروم ، لان في محادث لها نبر حشر اشياء فقط ، وان لا استطيع فعل ذلك.
10058,10059,17006,7.0,0.0,0.0,متوتر من كل شيء
10059,10060,17007,7.0,0.0,0.0,اعتقد ان روز مسوولة. اثناء حديث مع انا ، تقطع جدول زمن تحدث مع انا تهدء بعد ان كان لدي حلم سيي.
10060,10061,17008,7.0,0.0,0.0,مال ثا دافع!
10061,10062,17009,7.0,0.0,0.0,روز لها شخص انطوايية. استمع الي ما يقول شخص اخر ثم استوعب افكار عواطف دون تعبير عنه بصو عال. من خلال خوف شديد من اخبار عمت بما تشعر به حقا تاكيد انا ان والد يبذل قصاري جهد من اجل عايل ، يبدو ان هذه شخص تحافظ علي اراء حقيق لنفسها.
10062,10063,17010,7.0,1.0,1.0,"روز امرء لها عديد من شخص والسما مختلف ، ولك هنا سمة واحد تبرز في علاق شخصية. روز امرء مصمم ، وه علي استعداد لفعل اي شيء وكل شيء من اجل عايل ، وه علي استعداد لتناسب كل ما في وسع في يومها. مثال من القص ، ""كان يوم ، مثل معظم ايام ، طويل جدا ، شاق جدا""."
10063,10064,17011,7.0,1.0,1.0,روز مسوول لان عندم تحدث الي العم كولاب عن كل اعمال قلق سبب مساعد اسر ، فان لا تشكو. تقبل روز ان ما تفعل يجب ان يتم لمساعد اسر والوفاء واجباتها.
10064,10065,17012,7.0,0.0,0.0,اعتقد ان احدي السم الت يمك استنتاج من هذه القص عن روز هي انه مستمع رايع ، وه تاخذ نصيح تقدم شكل جيد غاية. احد امثل في نها القص عندم اجر روز محادث مع عمت كولاب الت تقول انه تشعر بالخف بعد ان قرر خال عرض خياط تقديم هداي خاص لروز انا.
10065,10066,17013,7.0,0.0,0.0,تضح ورد ذهب صوتا مزيف ، وكل بول ينشينج.
10068,10069,17016,7.0,2.0,2.0,روز هي شخص مهتم غاية. في محادث الت اجر روز مع انا ، كان تحاول طمان اختها. كان روز تحاول اخبار انا بان كل شيء يكون علي ما يرام مجرد حصول بول علي ظيفة. كان بول يدفع لروز انا ذهاب الي الكل حتي يتمكن من حصول علي ظايف. عندم كان روز تتحدث الي العم كولاب ، لم ترغب في اخبار خال بما شعر به حيال اثقال كاهل اسرة. اعتقد روز انه اذا قال حقيق سيوذ ذلك مشاعر العم كولاب. اعتقد روز حقا ان عايل تثقل ، لكن لم ترغب في اعتراف بذل للعم كولاب.
10071,10072,17019,7.0,2.0,2.0,روز تهتم ، كما تقول ، علي واخ دور في مساعد بول علي انهاء دراس جامعية.
10073,10074,17021,7.0,0.0,0.0,روز مذنب. روز لم تجب. اذا قال حقيق ، فان ستوذ عمتها. ربم تخبر خال والدتها.
10075,10076,17023,7.0,1.0,1.0,انه متفهم ، لان علي رغم من انه لا تريد عمل طوال وقت ، فه تعلم انه يتعين علي قيام دور لمساعد اسرة.
10077,10078,17025,7.0,0.0,0.0,وقف خرج من مطبخ. كان غاضب لكن لم تفهم.
10080,10081,17028,7.0,2.0,2.0,روز طيب قلب كما يتضح من طريق لطيف الت تحدث بها روز مع اخت اصغر انا ، كما يتضح من حقيق ان روز لم ترغب في قول حقيق حول ما شعر به لان كان تخشي ان يوذ ذلك عمت كولاب.
10082,10083,17030,7.0,1.0,1.0,تعمل روز بجد ، مثال من تكس عندم تتحدث عن جدول يوم تحقيق تواز بين عمل والمدرس حيا منزلية.
10084,10085,17032,7.0,0.0,0.0,انه تحافظ علي نفس ولا تريد ان توذ ناس من خلال افراج عن مشاعر حول ما يحدث معه
10085,10086,17033,7.0,2.0,2.0,احدي السم الت يمك ان تصف روز ناء علي محادث مع العم كولاب هي اهتمام. عندم تتحدث روز الي العم كولاب ، لم تخبر حقيق لان لا تريد ايذاء مشاعر خالتها. هذا يدل علي ان روز هي شخص يهتم.
10086,10087,17034,7.0,2.0,2.0,روز تعمل جد. سقط في نوم اثناء عمل علي مقالها.
10087,10088,17035,7.0,0.0,0.0,وصف روز ، متوتر ، في حديث مع خال ، حلم تفسر خال علي انه تشعر بوز اكبر من ان تتحمله.
10088,10089,17036,7.0,0.0,0.0,"ناء علي رد انا ""فقط اذا كان لدي كل شيء فعل"" عندم تقول روز ""المال ليس كل شيء"" ، يمك تحديد ان ورد هي ان اموال مدفوع قد يكون لها صفة طفيف من جشع."
10089,10090,17037,7.0,0.0,0.0,يمك وصف روز بان محجوز لمشاعر حقيقية. يظهر هذا في محادث مع العم كولاب ، حيث تتكون ردود روز من ايماء ينم تشرح العم كولاب كيف تفهم وجه نظر روز.
10090,10091,17038,7.0,0.0,0.0,روز ليس شخص الذ استسلم ، حتي عندم يصبح قاسيا. علي رغم من ان عايل كان تمر بوق عصيب ولم تتم من عثور علي موضوع لورق بحث ، ساعد خال في عثور علي موضوع.
10091,10092,17039,7.0,0.0,0.0,احدي السم الت يمك ان تصف روز تذكر لان تتذكر وقت الذ قضت في كمبودي وه تتذكر تخرج اخوان عين والد دامعتين.
10093,10094,17041,7.0,0.0,0.0,"روح دعاب - ردت علي تعليق انا ، ""المال ليس كل شيء"" ، عبار ""فقط اذا كان لدي كل شيء فعل."""
10094,10095,17042,7.0,1.0,1.0,احدي السم الت اود ان اقول انه قلق من انا. تبدو دايم انه ليس لدي قت. كما لو كان مشغول للغا حيث لا يتوفر لها وقت كاف لكتاب مقال. ومع ذلك ، اذا كان لدي ما يكف من وقت ، فلن تتم من وصول الي سكرامنتو. كما انه قلق لان تحمل مصير شقيق بين يديها. قلق علي ، لان يحمل مصير انا روز بين يديه.
10095,10096,17043,7.0,0.0,0.0,روز قلق حقا بشء ما يحدث في مستقبلها. قال القص انه تريد من والد ان يدفع مصاريف كلي ، قال اخت ان مال ليس كل شيء.
10096,10097,17044,7.0,2.0,2.0,روز تشعر امتن بعد تحدث الي خال كولاب. تخبر عمت انه تحاول ان تفعل شيء لتسهيل حملها. بعد ان قال ان روز قال ان عرض خال جعل طريق ما تشعر بان اخف.
10097,10098,17045,7.0,0.0,0.0,"انه خايف من ايذاء ناس عاطفيا. في مقاطع تقول ، ""روز لم تجيب. اذا قال حقيق ، فان ستوذ عمتها."
10098,10099,17046,7.0,0.0,0.0,شعر روز في القص حاج ملح لربط حلم حتي يفقد قبضتها. قال روز لخال كولاب.
10099,10100,17047,7.0,0.0,0.0,"يجب ان تكون صدق هو السم وحيدة. اخبر انا كيف شعر عندم كانا يتحدثان. عندم كان يتحدث عن كيف اضطر والد الي مغادر لكسب مزيد من مال ، قال انا ""المال ليس كل شيء"" ، قال روز ان امر ليس كذل اذا كان لدي كل شيء فعل."
10100,10101,17048,7.0,2.0,2.0,توصف روز اموم والواقع في محادثا مع انا وعم كولاب. من واضح ان انا منزعج من حديث مع روز ، لان عايل تعيش حيا مليء ضغوط وان انا حاج الي شخص ما. تتدخل روز تصبح للحظ شخص ابو في هذا موقف ، في محاول لتهدء اخت في هذا وقت صعب. كما تم تصوير علي انه واقع غاية. تمر هذه عايل كثير ومن مفهوم جدا ان روز متوتر سبب بعض اشياء الت تحدث. تم توضيح هذا خلال حديث مع العم كولاب ، حيث اعترف بكل ضغوط الت تتعرض لها لخال تحدث عن كل شيء.
10101,10102,17049,7.0,0.0,0.0,"تشعر توتر لكن لا تزال علي استعداد عمل من اجل عايلتها. سال العم كولاب عما اذا كان تشعر بان ""مثقل بما تفعل من اجل عايلة"" لم تجيب روز علي رغم من ذلك لان سي كان تعلم ما اذا كان قد قال حقيق انه سيوذ خال عايلتها."
10102,10103,17050,7.0,1.0,1.0,احدي السم الت تصف روز هي عمل جاد. يمك معرف ذلك من خلال قضاء ايام طويل في مدرس ، ثم اضطرار الي عمل ، متابع ذلك مساعد عمت في تحضير عشاء ، بدل من اضطرار الي اداء واجبا مدرس محاول تركيز علي كتاب مقال من 300 كلمة. انه تعمل بجد كل يوم لتحقيق ذلك.
10104,10105,17052,7.0,2.0,2.0,يبدو ان روز قلق بشء انا لان تات الي مطبخ تسال انا علي فور ما خطا؟ هل تشعر خير؟
10105,10106,17053,7.0,0.0,0.0,سمة واحد الت وصف ورد قوية. عندم كان تتحدث الي انا ، اخبر ان سبب اضطرار والد مغادر هو انه كان حاج ذهاب والعمل. بدل من اظهار حزن علي مغادر والد ، اخبر انا انه ليس لدي اي خيار اخر. كان علي ان يغادر لان كان حاج الي جمع اموال عايلة.
10106,10107,17054,7.0,0.0,0.0,شعر روز حاج ملح لربط حلم.
10108,10109,17056,7.0,0.0,0.0,"انه صادق مع ما تقوله. ""اذ اخبر حقيق ، فان ستوذ عمتها""."
10110,10111,17058,7.0,0.0,0.0,انه محترم لان لا تريد ايذاء عمتها.
10111,10112,17059,7.0,2.0,2.0,ورد قابل استرداد. طريق الت تحاول بها رعا اخت تقوم كثير من عمل اسرة.
10113,10114,17061,7.0,0.0,0.0,"عرض عاطفة. عندم سيل ، ""هل تشعر ثقل سبب ما تفعل لمساعد هذه عايلة؟"" لم تعط اي رد. مبي انه شعر ضغوط تحاول مساعد اسرة."
10114,10115,17062,7.0,2.0,2.0,انه مجتهد لان تشغل ظيف ، تعمل شكل جيد في مدرس ، تساعد في رعا اسرة.
10115,10116,17063,7.0,0.0,0.0,روز تتعلم بطء من خالتها. روز لا تحب ضرور حقيق ان عمت تخبر ذلك.
10116,10117,17064,7.0,0.0,0.0,انهم كان يتشاجر حول شيء ما ثم لم يرغب في ان تذهب تلك محادث الي ابعد من ذلك.
10119,10120,17067,7.0,2.0,2.0,مهتم ، لان عندم دخل اخت في منزل ، سال اخت اذا كان هنا خطء ما واذ كان علي ما يرام.
10120,10121,17068,7.0,0.0,0.0,"انه شخص مشغول للغا ليس لدي كثير من وقت لما تريد ان تفعل وان تكون مع اسرتها. علي سبيل مثال ، توضح هذه مقال كيف انه كاد لدي وقت كاف لانتقاد متلو ""متي تضغط في مقال معيب من ثلاث الاف كلمة؟"""
10121,10122,17069,7.0,0.0,0.0,اعتقد ان روز تحب ان تبق مشاعر لنفس مثل خجول او لا تحب تحدث عن مشاكلها.
10123,10124,17071,7.0,0.0,0.0,روز ليس معبر جدا عما تشعر به حقا. علي سبيل مثال ، عندم تسال انا عما اذا كان علي ما يرام ، تخبر روز انا انه خير عندم تكون في واقع متوترة.
10124,10125,17072,7.0,0.0,0.0,هي لا تريد ابد ان تخذل احد سال العم كولاب عما اذا كان تشعر ثقل من خلال مساعد اسرة. لم تقل روز نعم لان كان تعلم ان ذلك سيوذ العم كولاب سيوذ والد ايضا.
10125,10126,17073,7.0,2.0,2.0,احدي السم الت توضح روز هي انه تعمل جد. احد تفاصيل مساعد في دعم هذا هو انه اعترف لانا بان نايم اثناء عمل علي مقال المك من ثلاث الاف كلمة.
10129,10130,17077,7.0,1.0,0.0,تشدد روز علي انه يتعين علي دفع تكاليف اخو في كل تسجيل نفس في مدرسة. هي عملي تعت نفس اختها. تعمل روز ايض مقابل كل اموالها.
10130,10131,17078,7.0,0.0,0.0,لا تري روز ، مضطرب ، اي فايد من مساعد بول في حصول علي شهاد ، لكن سرعان ما تجد تفا عندم تتحدث الي خال كولاب.
10131,10132,17079,7.0,0.0,0.0,انه انان نوع ما ، يبدو ان كل ما تركز علي هو نفسها. مثل عندم دخل اخت قال ان لدي حلم سيء تجاهل انا بدء تتحدث عن نفسها.
10132,10133,17080,7.0,1.0,1.0,روز مسوول جدا. تذهب الي مدرس طوال يوم ، ثم تذهب مباشر الي عمل ، ثم الي منزل لمساعد عمت في تحضير عشاء.
10133,10134,17081,7.0,0.0,0.0,"حدق انا في روز. ""المال ليس كل شيء"". انا تقدر اسر علي اشياء ماد في عالم."
10134,10135,17082,7.0,1.0,1.0,في حديث مع عمت ، يمك ان تخبر ان روز تهتم اخر وان حاج فعل الي مساعدة.
10135,10136,17083,7.0,0.0,0.0,روز لدي كثير علي طبقها. علي ان تعمل تذهب الي مدرس اضاف الي ان علي ان تشاهد اخت انا ، يبد ان كان حالم ، ولد كثير من احلام سيء ، كل شيء صعب علي علي انا.
10136,10137,17084,7.0,1.0,1.0,رعا
10137,10138,17085,7.0,1.0,1.0,روز ممتن لان الان ، في القص ، تقول انه تري اشياء اخير من خلال عيون اخر بدل من عيونها.
10138,10139,17086,7.0,2.0,2.0,"تلك ورد كان لطيف ولا تريد ان توذ احدا. في مقطع قال راس لنفس ""اذ قال حقيق ، سوف توذ عمتها""."
10139,10140,17087,7.0,0.0,0.0,انه صادق ، تحاول مواسا اخت عندم تتحدث عن قدان والدها. اخبر روز انا ان والد ذهب الي عمل لان كان لدي فعل كل شيء اخر يحتاج باستثناء مال.
10141,10142,17089,7.0,1.0,1.0,السم الت ارا في روز هي انه شديد اهتمام. تشعر قلق علي انا عندم تمش بكاء تسال ما خطا. طوال وقت في محادث ، حاول تهدء مثلم حاول ان تضح لتهدء توتر ينهما.
10142,10143,17090,7.0,0.0,0.0,روز متعبة. لدي كثير في صحت نسب لشخص في سنه ، من عمل الي مدرس الي واجب منزل ، مساعد شقيق خلال كلية. انه تواج مشكل في اعتناء بكل ذلك ، تريد فقط من يساعد في تخلص من بعض وزن من ظهرها.
10144,10145,17092,7.0,0.0,0.0,تقول روز ان علي قيام دور اثناء غياب بول في كلية. هذا يدل علي ان روز مستقل ذكية.
10147,10148,17095,7.0,1.0,1.0,السم الت يمك ان تصف روز ناء علي محادثا هي انه مدروس غاية. احد تفاصيل من القص الت تظهر هذا هو انه حتي عندم يكون لدي كثير من عمل لتقوم به ، فان لا تزال استمع الي خال واخ عندم تكون هنا حاج اليها.
10148,10149,17096,7.0,1.0,1.0,انه لا تريد ان تجعل عايل تشعر سوء وعل ان تكافح من اجل اي شخص ترك او ليس هناك.
10149,10150,17097,7.0,1.0,1.0,ورد هو عايل جدا. تهتم بما يحدث لعايل ، حتي لو لم تعجبها. اظهر هذا عندم تحدث عن عمل ورقتها. اراد مساعد من خلال عمل لكن لم تعجب انه ليس لدي وقت كاف لنفسها.
10150,10151,17098,7.0,2.0,2.0,احدي السم الت يمك ان تصف روز هي انه تهتم اخرين. احدي تفاصيل الت تدعم هذه اجاب هي كيف قرر روز عدم اخبار العم كولاب حقيق بشء شعور ثقل سبب احتمال ايذايها.
10151,10152,17099,7.0,0.0,0.0,جاء في النص ان عرض عمت جعل طريق ما تشعر بان اخف زنا مثل ان ضغط قد رفع.
10154,10155,17102,7.0,2.0,2.0,يتم عرض عديد من سما روز طوال قصة. احدي السم الت تظهر هي كيف تهتم. في النص ، تشعر روز قلق من ايذاء والد او خالتها. تشعر روز كما لو انه غارق في كل ما علي قيام به. وهذ دور يجعل تحلم بان يحاصر اخو اكبر في ماء. اثناء محاول خروج ، يملء ماء فمه تغرق اكثر. قرر ان تخبر خال بهذ حلم. ثم تبدء عمت في سوال عما اذا كان تشعر ثقل. تتجاهل روز سوال لان لا تريد ان توذ عايلتها.
10155,10156,17103,7.0,0.0,0.0,اعتقد ان قبول حيا واحد لان تحاول ان تشرح لاخ طريق الت تسير بها حيا في وقت حال نسب لهم.
10156,10157,17104,7.0,0.0,0.0,روز ، في بدا ، اهتم فقط مستقبل نجاح فيم يتعلق مال ، لكن في واقع لا تشعر انه ينبغ علي اكمال مهام لتحقيق ذلك. انه لا تريد كثير من مسوول تثقل كاهلها.
10157,10158,17105,7.0,1.0,1.0,"الصف الت تصف روز تكون مسوولة. مثال علي كيف ان روز هي سيد شاب مسوول لان خلال حديث مع خال لم استجب عندم تسال خال ""هل تشعر ثقل سبب ما تفعل لمساعد هذه اسرة"". لا تجيب لان تعلم ان علي مساعد حتي تتم عايل من بقاء علي قيد حياة."
10158,10159,17106,7.0,2.0,2.0,"تراعي. في فقر 19 ، كتب مولفة: ""اذ قال حقيق ، فان ستوذ عمتها"". ربم تخبر خال والدتها."
